CROMA,INDUMENTARIA URBANA Y CALZADOS,-38.958278,-68.056898
CROSANTINO,PANADERIAS Y CONFITERIAS,-38.8796732,-71.1872083
CRUZ DEL SUR,FARMACIAS,-38.9393498,-67.9729299
CYL S.A.,AUTOMOTOR- REPUESTOS - ACCESORIOS - AUTOPARTES,-38.95986,-68.042256
D & M,ZAPATERIAS,-38.939376,-67.9958134
D' PELITOS,PELUQUERIA CANINA,-38.9348202,-69.2530615
DAHANY,INDUMENTARIA URBANA Y CALZADOS,-40.1574957,-71.3484077
DAINA,BOUTIQUE,-38.955005,-68.0539089
DAKOTA,TIENDAS,-38.9514598,-68.2263312
DAMARIS,LENCERIAS,-38.9574015,-68.0595823
Danielle Tieri,TIENDAS,-39.1017633,-67.0878881
DANNY MODAS,TIENDAS,-38.933951,-69.2319156
DANSIL,ARTICULOS DE DANZA,-38.9779509,-67.8260398
DARO PRINT,AUDIO - TV - SERVICIO TECNICO,-38.9573239,-68.0522385
DARSHAN,INDUMENTARIA FEMENINA,-40.1579527,-71.3538631
DE LA MONTAÑA,SUPERMERCADOS,-38.879939,-71.1848888
DE LA MONTAÑA,SUPERMERCADOS,-39.2387184,-70.9193315
DE LA MONTAÑA,SUPERMERCADOS,-38.9553789,-68.0312617
De Mil Amores,LENCERIAS,-38.9504429,-68.0895206
DE TUTTI,ALMACEN Y FIAMBRERIA,-38.8296232,-68.1465248
DEB. AUT. A.M.E.N,CLINICAS Y CENTROS MEDICOS,-38.9546889,-68.070369
DECORACIONES PABLO,DECORACION- ARTICULOS PARA EL HOGAR,-38.9574271,-68.0547526
DEL CENTRO PINTURERIAS,PINTURERIAS,-38.9450639,-68.05851
DEL PARQUE,RESTAURANTES - BARES - PARRILLAS,-38.9097826,-68.0799938
DEL SUR PINTURERIA,PINTURERIAS,-38.9474289,-68.1026049
DEL SUR Y MEDIA AGUA,TRANSPORTES - ENCOMIENDAS,-38.9516784,-68.0591888
DEL TURISTA,CHOCOLATERIAS,-40.156623,-71.3497385
DELIA BRUSAIN CALZADOS,ZAPATERIAS,-38.9542129,-68.061183
DEMO COMPUTACION,COMPUTACION,-38.940305,-67.9982527
DEPARTAMENTOS MARAL,ALQUILER DE DEPARTAMENTOS,-40.8120092,-65.0961774
DEPORTES OLIMPIA,INDUMENTARIA DEPORTIVA,-38.8301349,-68.0626059
DEPOSITO ESMERALDA,FERRETERIA CON ANEXO CORRALON DE MATERIALES,-38.9335845,-67.9905725
DESPENSA JUAN,POLIRRUBROS - KIOSCOS,-38.9475672,-68.22885
DIAL TIENDA,INDUMENTARIA URBANA Y CALZADOS,-40.1567671,-71.3477803
DIEGO MORALES NEUMATICOS Y ACCESORIOS,NEUMATICOS,-38.8300655,-68.1223654
DIEGUITOS Y MAFALDAS,TIENDAS,-38.8294219,-68.1348394
DIENTE DE ORO,TIENDAS,-38.9781068,-67.8264517
DIETETICA INTEGRAL,DIETETICAS,-38.9516784,-68.0591888
DIETETICA NATURISTA,DIETETICAS,-38.9585959,-68.0609083
DINASTIA,TIENDAS,-38.9449065,-68.1215777
DINOLFO,SEDERIAS - TELAS - ARTICULOS TEXTILES,-38.9583426,-68.0559684
DISEÑO DE COSAS LINDAS,ACCESORIOS BEBE,-38.9379213,-67.9908643
DISTINCION UNIFORMES,UNIFORMES,-38.9593969,-68.055418
DISTRIBUIDORA BARSAU,ARTICULOS DE PELUQUERIA,-38.9522277,-68.1173618
DON CAMILO,FORRAJERIAS-SEMILLERIAS,-38.947064,-68.1027139
DOÑA BERTA,SEDERIAS - TELAS - ARTICULOS TEXTILES,-39.9528181,-71.0759267
DOÑA MARY,RESTAURANTES - BARES - PARRILLAS,-37.1803786,-70.6703039
DORMIDECO,COLCHONERIAS,-38.9590369,-68.060577
DORMILINDO,COLCHONERIAS,-38.9407718,-68.054018
DOROTEA CALZADO,ZAPATERIAS,-38.9506661,-68.1172696
DOS GIRASOLES,REGALERIAS,-40.1527523,-71.3503075
DRUGSTORE,LIBRERÍA ARTISTICA,-38.938928,-67.9911609
DRUGSTORE MECOHUE,POLIRRUBROS - KIOSCOS,-38.9595776,-68.0926039
DUAL TIME,INSTRUMENTOS MUSICALES - VENTA,-39.0280464,-67.5785755
DULCE BAHIA,BAZAR,-38.9564801,-68.2261257
DULCE MALVINA,HELADERIAS,-38.9578029,-68.0662098
DULCE MARIA,CHOCOLATERIAS,-38.9573866,-68.0608963
DULCE SOFIA,TIENDAS,-38.9579727,-68.237744
DULCINEA,LENCERIAS,-38.8225645,-68.0640149
EBEN EZER,TIENDAS,-38.9279475,-67.990501
ECLIPSE INDUMENTARIA DEPORTIVA,INDUMENTARIA DEPORTIVA,-38.9339339,-69.2284092
EL ABASTO,RESTAURANTES - BARES - PARRILLAS,-40.1549791,-71.3452387
EL AFINADOR,AUTOMOTOR- REPUESTOS - ACCESORIOS - AUTOPARTES,-38.9324282,-67.9875025
EL ARCA,PAPELERAS,-38.9264377,-67.9979228
EL BUQUE,VINOTECAS,-38.950735,-68.062564
EL CAÑADENSE MUEBLES,MUEBLERIAS,-38.9567559,-68.2354955
EL CARRETEL,MERCERIA,-38.9047416,-70.0641333
EL CAUQUEN,ARTICULOS DE CAMPING-CAZA-PESCA,-39.9508556,-71.0728656
EL COLO,SUPERMERCADOS,-40.0464408,-70.0737726
EL CONSTRUCTOR,FERRETERIA CON ANEXO CORRALON DE MATERIALES,-38.9398787,-69.2186164
EL CORRALON,CORRALONES - MADERERAS,-38.9341688,-69.2297243
EL EMPORIO DE LA PIEDRA,MARMOLES,-38.9450639,-68.05851
EL FUENTON,BAZAR,-38.9504057,-68.1193442
EL GALPON,MUEBLERIAS,-40.1541845,-71.340556
EL GALPON,VETERINARIAS - ACCESORIOS PARA MASCOTAS,-38.9692131,-68.0541552
EL GAUCHITO,CARNICERIAS,-38.9691508,-68.0454776
EL GENIO DE LA LIMPIEZA,ARTICULOS DE LIMPIEZA,-38.9475672,-68.22885
EL IMPERIO DE LA CARNE,CARNICERIAS,-38.9472505,-68.0854201
EL KIOSKO DE LA ESQUINA,POLIRRUBROS - KIOSCOS,-39.9513494,-71.0772173
EL MALLIN,SUPERMERCADOS,-39.9475471,-71.0702629
EL METEJON,DECORACION- ARTICULOS PARA EL HOGAR,-40.1567178,-71.3499634
EL MEZON DE JULIO,ROTISERIAS,-38.8229064,-68.1400537
EL NECOCHENSE,TALLER MECANICO,-38.9327359,-69.2327657
EL NEGRO,LUBRICENTROS,-38.8217142,-68.1497511
EL NUEVO CORDILLERANO,MERCADOS - AUTOSERVICIOS,-39.9516162,-71.0753159
EL PALACIO DE LA PINTURA,PINTURERIAS,-38.959871,-68.0658859
EL PALACIO DE LA PINTURA,PINTURERIAS,-38.959817,-68.0503389
EL PALENQUE,MARROQUINERIAS,-38.9407718,-68.054018
EL PAPERO,MERCADO Y VENTA DE BEBIDAS ALCOHOLICAS,-38.8327664,-68.065071
EL PRECIO JUSTO,ZAPATERIAS,-38.9485506,-68.1172826
EL PRECIO JUSTO,ZAPATERIAS,-38.9467178,-68.2259302
EL RANA,POLIRRUBROS - KIOSCOS,-38.9595564,-68.2511171
EL REGALON,POLIRRUBROS - KIOSCOS,-39.5207367,-69.2847335
EL REGIONAL PATAGONIAN,RESTAURANTES - BARES - PARRILLAS,-40.156643,-71.3503939
EL REPUESTERO,AUTOMOTOR- REPUESTOS - ACCESORIOS - AUTOPARTES,-39.949438,-71.0725646
EL RINCON DE LAS FLORES,FLORERIAS - FLORES - PLANTAS,-38.8291902,-68.1347935
EL RINCON DE LAS MASCOTAS,ALIMENTOS BALANCEADOS - MASCOTAS,-38.9588349,-68.0789721
EL RINCON DE LAS MASCOTAS,ALIMENTOS BALANCEADOS - MASCOTAS,-38.9286289,-68.0753588
EL RINCONCITO,INDUMENTARIA URBANA Y CALZADOS,-40.1555647,-71.3535722
El Roperito,TIENDAS,-39.0284614,-67.571244
EL SANDWICHITO,ROTISERIAS,-38.9514954,-68.0561061
EL SOL,BAZAR,-38.9352027,-69.2304829
EL SOL CALZADOS,ZAPATERIAS,-38.9780548,-67.8267662
EL TIO,RESTAURANTES - BARES - PARRILLAS,-38.9607604,-68.059563
EL VALLE,FERRETERIAS,-38.8276362,-68.1493181
EL VIEJO TOBBY,REGALERIAS,-39.9510229,-71.0735477
ELECTRICIDAD BELGOY,ELECTRICIDAD - DISTRIBUIDORAS MAYORISTAS,-38.9506037,-68.1175865
ELECTRICIDAD PAREDES,ELECTRICIDAD - ILUMINACION,-38.943955,-68.1172024
ELECTRICIDAD SAN MARTIN,ELECTRICIDAD DEL AUTOMOTOR,-38.8278455,-68.0669301
ELECTRO LAS PERLAS,FERRETERIAS,-38.9841552,-68.1480341
ELECTRO SHOP,PINTURERIAS,-37.3994727,-68.9261339
ELECTROCAR,AUTOMOTOR- REPUESTOS - ACCESORIOS - AUTOPARTES,-38.9798915,-67.820271
ELECTROGAR,REPARACION DE ARTICULOS DEL HOGAR,-38.9548075,-68.0705636
ELECTRONICA VALENCIA,REPARACION Y VENTA DE ARTICULOS DE ELECTRONICA,-38.9541963,-68.0678752
ELECTROPARTES ZURITA,AUTOMOTOR- REPUESTOS - ACCESORIOS - AUTOPARTES,-38.9360154,-69.2366692
ELECTROSEL,ELECTRICIDAD - ILUMINACION,-38.9362064,-68.117489
ELECTROSER,ELECTRICIDAD - ILUMINACION,-38.9358106,-69.2254149
ELESERVIC,ELECTRODOMESTICOS,-38.5241836,-70.3654928
ELI´S INDUMENTARIA,TIENDAS,-38.9350233,-68.2332957
ELIJO YO,BOUTIQUE,-38.9383362,-67.9996416
ELIM,TIENDAS,-37.3787721,-70.2717769
ELUNEY,FLORERIAS - FLORES - PLANTAS,-38.937625,-68.089213
EMMELINE,SPA-ESTETICA-PILATES-SALONES DE BELLEZA,-38.9428046,-68.0461867
EMPORIO CIPO ROCK,TIENDAS,-38.9324282,-67.9875025
ENCENDIDO LIMAY,ELECTRICIDAD DEL AUTOMOTOR,-38.9592708,-68.0443388
ENCENDIDO PATAGONIA,ELECTRICIDAD DEL AUTOMOTOR,-38.95984,-68.068713
ENDURO BIKES,BICICLETAS - RODADOS,-40.1541229,-71.3493429
ENIGMATIC,TIENDAS,-37.3727309,-70.2691778
ENTE PROVINCIAL DE TERMAS DEL NEUQUEN,COSMETICA TERMAL,-38.9582119,-68.066147
ENTIZNE FABIO CARLOS,MAQUINAS DE COSER VENTA - REPARACION,-39.0261488,-67.5858337
ENTRE NOSOTRAS,TIENDAS,-38.8294891,-68.1352792
ENTRE TELAS,SEDERIAS - TELAS - ARTICULOS TEXTILES,-38.9765405,-67.8469541
ERIMAX SPORT UNISEX,TIENDAS,-38.938817,-67.991642
ERLIN,TIENDAS,-38.823146,-68.0651452
EROS OPTICA,OPTICAS,-38.9529817,-68.0661456
ERXILAPE REGALOS,ARTICULOS PARA EL HOGAR,-38.9363793,-69.2304835
ESC. DE PELUQUERIA ATELIER DEL,ARTICULOS DE PELUQUERIA,-38.9593069,-68.061454
ESMERALDA GLASS,LIBRERÍA ARTISTICA,-38.9503494,-68.1025827
ESTABLECIMIENTO CASA DE TÉ LOS CHALETS,AGROTURISMO,-38.9430278,-68.096892
ESTACION MONTAÑA,HELADERIAS,-38.9534389,-68.0595961
ESTACION MONTAÑA,HELADERIAS,-38.879939,-71.1848888
ESTACION Q ARGENTINA,RESTAURANTES - BARES - PARRILLAS,-38.9529142,-68.0550228
ESTANCIA VIEJA,MERCADOS - AUTOSERVICIOS,-39.234881,-70.92615
ESTAR GUAPA,TIENDAS,-38.9510021,-68.1173347
ESTRELLA AZUL,ARTICULOS PARA EL HOGAR,-38.9582055,-68.0607988
ESTRELLA AZUL,ARTICULOS PARA EL HOGAR,-38.9517244,-68.0586165
ESTUDIO UNO COMPUTACION,COMPUTACION,-38.9516784,-68.0591888
EUPHORIA,INDUMENTARIA FEMENINA,-39.9513816,-71.0712734
EUROMOTOR,AUTOMOTOR- REPUESTOS - ACCESORIOS - AUTOPARTES,-38.9550906,-68.0835759
EVEN EZER,MARROQUINERIAS,-37.3766036,-70.2734971
EXTREMO OUTDOORS,INDUMENTARIA DEPORTIVA,-38.9450639,-68.05851
F1 NEUMÁTICOS,NEUMATICOS,-40.1541317,-71.3416696
FABRICANTES TEXTILES,TIENDAS,-38.8255153,-68.0673472
FACHAS,PELUQUERIAS,-38.9520599,-68.066361
FACHITAS,TIENDAS,-37.3896984,-68.9232356
FAC-MAR,TIENDAS,-38.9577395,-68.2377298
FACTORY TAVERNITI,VAQUERIAS Y ROPA INFORMAL,-38.9516784,-68.0591888
FAMA FASHION,TIENDAS,-38.9068031,-70.0655972
FAMA SKATE,INDUMENTARIA URBANA Y CALZADOS,-38.9070884,-70.067068
FAMILIA CONIN,INSTITUCIONES BENEFICAS,-38.9738255,-68.0624809
FANELLO MOTOS,MOTOS - VENTA Y REPUESTOS,-38.9474714,-68.0857112
FARFALLA,LENCERIAS,-39.028535,-67.57288
FARMA SALUD,FARMACIAS,-37.3758419,-70.2744361
FARMACENTRO,FARMACIAS,-39.9514135,-71.0710029
FARMACEUTICOS ASOCIADOS,FARMACIAS,-38.9550396,-68.0793564
FARMACIA  Y PERF DEL CENTRO,FARMACIAS,-40.1564753,-71.3498435
FARMACIA ACONCAGUA,FARMACIAS,-38.9332204,-69.2254604
FARMACIA AGOSTINI,FARMACIAS,-38.8286696,-68.1356956
FARMACIA ALLENDE,FARMACIAS,-38.8299485,-68.0643718
FARMACIA ALTA BARDA,FARMACIAS,-38.9516784,-68.0591888
FARMACIA AMANCAY,FARMACIAS,-38.950854,-68.078335
FARMACIA ANDINA,FARMACIAS,-38.962443,-68.08026
FARMACIA APOTHEKARIA,FARMACIAS,-38.938771,-67.9954929
FARMACIA ARRAYAN,FARMACIAS,-38.9795924,-67.8226482
FARMACIA AVENIDA,FARMACIAS,-38.936893,-67.989581
FARMACIA BANCARIA,FARMACIAS,-39.029931,-67.5768609
FARMACIA BANCARIA,FARMACIAS,-38.9405476,-67.9900381
FARMACIA BELGRANO,FARMACIAS,-38.951281,-68.066316
FARMACIA CENTRAL I.M.P.S.,FARMACIAS,-38.9516784,-68.0591888
FARMACIA CENTRO EMPL.COMERCIO,FARMACIAS,-38.9516784,-68.0591888
FARMACIA CINCO SALTOS,FARMACIAS,-38.8301155,-68.0701585
FARMACIA CINTRA,FARMACIAS,-38.968759,-68.0647578
FARMACIA CIPOLLETTI,FARMACIAS,-38.9313439,-67.9992643
FARMACIA DEL BARRIO,FARMACIAS,-38.9216543,-67.985094
FARMACIA DEL BOSQUE,FARMACIAS,-38.9477229,-68.0515999
FARMACIA DEL CENTRO,FARMACIAS,-38.939892,-67.9933412
FARMACIA DEL OESTE,FARMACIAS,-38.9366884,-68.1174664
FARMACIA DEL PUEBLO,FARMACIAS,-38.9550066,-68.0606565
FARMACIA DEL PUEBLO,FARMACIAS,-38.954107,-68.0637341
FARMACIA DEL PUEBLO,FARMACIAS,-38.9384779,-67.996241
FARMACIA DEL PUEBLO-PLOTTIER,FARMACIAS,-38.9542576,-68.2260879
FARMACIA DEL RIO,FARMACIAS,-40.1587022,-71.3560661
FARMACIA DEL ROSARIO,FARMACIAS,-38.8285895,-68.0734069
FARMACIA DEL SOL,FARMACIAS,-38.938573,-68.0020547
FARMACIA DEL VALLE,FARMACIAS,-38.9844459,-67.8214944
FARMACIA DON BOSCO,FARMACIAS,-38.9220462,-67.9905511
FARMACIA ELEBORA DEL PUEBLO,FARMACIAS,-38.8337988,-68.1210839
FARMACIA FACUNDO,FARMACIAS,-37.3927216,-68.9255498
FARMACIA FATIMA,FARMACIAS,-38.8301349,-68.0626059
FARMACIA FERNANDEZ S.C.S,FARMACIAS,-38.9400707,-67.998182
FARMACIA FITTIPALDI,FARMACIAS,-38.8297221,-68.1356579
FARMACIA FLEMING,FARMACIAS,-38.8227041,-68.0677768
FARMACIA GALENICA,FARMACIAS,-40.157472,-71.3494767
FARMACIA GAZZOLA,FARMACIAS,-38.936563,-67.993051
FARMACIA INALEN,FARMACIAS,-38.9694949,-68.04562
FARMACIA INDAVER,FARMACIAS,-38.8298686,-68.1253929
Farmacia Italia,FARMACIAS,-39.0292495,-67.5729491
FARMACIA JUNIN,FARMACIAS,-39.9513772,-71.0759697
FARMACIA LA VEGA,FARMACIAS,-40.136825,-71.288121
FARMACIA LACAR,FARMACIAS,-38.9311389,-69.2301526
FARMACIA LANIN,FARMACIAS,-39.949128,-71.07676
FARMACIA LAS GRUTAS,FARMACIAS,-40.8130739,-65.0921941
FARMACIA LAS PERLAS,FARMACIAS,-38.938771,-67.9954929
FARMACIA LOPEZ IBAÑEZ,FARMACIAS,-38.8272033,-68.0620378
FARMACIA MARTIN,FARMACIAS,-38.937212,-67.99527
FARMACIA MICHELLI,FARMACIAS,-40.8099403,-65.0885672
FARMACIA MONASTERIO,FARMACIAS,-38.9492145,-68.225799
FARMACIA NORTE,FARMACIAS,-38.9247888,-67.9905269
FARMACIA NORTE,FARMACIAS,-38.9720283,-67.8287694
Farmacia Norte III,FARMACIAS,-38.93046,-69.2053814
FARMACIA NORTE IV,FARMACIAS,-38.9303837,-69.2190096
FARMACIA NTRA SRA DEL LUJAN,FARMACIAS,-38.945875,-68.100889
FARMACIA OPTICA BRAIDOTTI,FARMACIAS,-38.950451,-68.088213
FARMACIA PASTEUR,FARMACIAS,-38.9353909,-67.999179
FARMACIA PATAGONIA SCS,FARMACIAS,-38.9778328,-67.8298628
FARMACIA PURPURA,FARMACIAS,-38.9217144,-67.9800321
FARMACIA RICHIERI,FARMACIAS,-38.962565,-68.052244
FARMACIA RINCON,FARMACIAS,-37.3897004,-68.9251589
FARMACIA ROMERO,FARMACIAS,-37.3937587,-68.9185094
FARMACIA SALTA,FARMACIAS,-38.958265,-68.063699
FARMACIA SAN JORGE,FARMACIAS,-38.963287,-68.066244
FARMACIA SAN JOSE,FARMACIAS,-37.3893631,-68.9211728
FARMACIA SAN ROQUE,FARMACIAS,-38.6785743,-68.2138632
FARMACIA SANTA CRUZ,FARMACIAS,-38.9603397,-68.2350333
FARMACIA SANTA JULIA,FARMACIAS,-39.9504751,-71.0752853
FARMACIA SENILLOSA,FARMACIAS,-39.0106243,-68.4271521
FARMACIA SILVIA,FARMACIAS,-38.9376472,-69.2316743
FARMACIA SOCIAL I.M.P.S. OESTE,FARMACIAS,-38.9469637,-68.1066927
FARMACIA SOCIAL LA ESTRELLA,FARMACIAS,-38.8243872,-68.0704997
FARMACIA SOCIAL LA ESTRELLA,FARMACIAS,-38.725828,-68.1541092
FARMACIA SOL,FARMACIAS,-38.9623576,-68.0722147
FARMACIA SURY,FARMACIAS,-38.951755,-68.057697
FARMACIA SUYAI,FARMACIAS,-38.9357596,-67.9966113
FARMACIA TARICCO,FARMACIAS,-38.9313022,-67.9878398
FARMACIA TELLECHEA,FARMACIAS,-40.8102804,-65.0895842
FARMACIA Y PERFUMERIA MENGELLE,FARMACIAS,-38.9271676,-67.9977115
FARMASALUD,FARMACIAS,-38.8796732,-71.1872083
FARMASUR,FARMACIAS,-38.8211109,-68.1358676
FASHION LOVER,TIENDAS,-38.9782292,-67.8258266
FELIZA,INDUMENTARIA FEMENINA,-38.9583307,-68.0573229
FEN MAMELL,ALMACEN CON ANEXO VENTA DE PRODUCTOS NATURALES,-38.942336,-69.2287821
FERIA AMERICANA,TIENDAS,-38.8305757,-68.141351
FERMAT,FERRETERIAS,-38.9701957,-68.0732983
FERR - PLAT'S,FERRETERIAS,-38.9576334,-68.2379981
FERRACIOLI DEPORTES,ARTICULOS DE CAMPING-CAZA-PESCA,-38.9582532,-68.05601
FERRACIOLI DEPORTES,ARTICULOS DE CAMPING-CAZA-PESCA,-38.958107,-68.056438
FERRACIOLI DEPORTES,ARMERIAS,-38.958252,-68.0562913
FERRACIOLI DEPORTES,INDUMENTARIA DEPORTIVA,-38.9584064,-68.060142
FERRACIOLI DEPORTES,INDUMENTARIA DEPORTIVA,-38.9460623,-68.0743929
FERRACIOLI DEPORTES,INDUMENTARIA DEPORTIVA,-38.9597984,-68.0424318
FERRACIOLI DEPORTES,INDUMENTARIA DEPORTIVA,-38.9571286,-68.0579693
FERRACIOLI DEPORTES,INDUMENTARIA DEPORTIVA,-38.9595776,-68.0926039
FERRACIOLI DEPORTES,INDUMENTARIA DEPORTIVA,-38.9595776,-68.0926039
FERRACIOLI DEPORTES,INDUMENTARIA DEPORTIVA,-38.9421215,-68.1149495
Ferreteria Abraham,FERRETERIAS,-38.9376324,-68.0875161
FERRETERIA AVENIDA,FERRETERIAS,-38.8250952,-68.1385845
FERRETERIA BELGRANO,FERRETERIAS,-37.3943364,-68.9254782
FERRETERIA BLAS,FERRETERIAS,-38.8291154,-68.1328604
FERRETERIA COMODORO,FERRETERIAS,-38.8357849,-68.1401313
FERRETERIA DEL CENTRO,FERRETERIAS,-38.932663,-69.229769
FERRETERIA DEL PUEBLO,FERRETERIAS,-38.7235167,-68.152498
FERRETERIA DEL TRABAJADOR,FERRETERIAS,-38.950461,-68.1091194
FERRETERIA DEL TRABAJADOR,FERRETERIAS,-38.942924,-68.1100671
FERRETERIA DEL VALLE,FERRETERIAS,-38.93712,-68.118029
Ferreteria Don Diego,FERRETERIAS,-38.9568341,-68.2307432
FERRETERIA EL GALLEGO,FERRETERIAS,-38.9377552,-69.2294588
FERRETERIA EL INSTALADOR,FERRETERIAS,-38.9000671,-70.0738553
FERRETERIA EL MANZANO,FERRETERIAS,-38.6818159,-68.2158337
FERRETERIA EL TATA,FERRETERIAS,-38.9604873,-68.2409486
FERRETERIA ESMERALDA,FERRETERIAS,-38.9261243,-67.9907108
FERRETERIA FAVA 555,FERRETERIAS,-38.9690352,-68.0671023
FERRETERIA GARRIDO`S,FERRETERIAS,-38.9798942,-67.8202475
FERRETERIA LA CENTRAL,FERRETERIAS,-38.9573569,-68.058486
FERRETERIA LA COLONIA,FERRETERIAS,-38.8238667,-68.1357821
FERRETERIA LO DEL PELA,FERRETERIAS,-38.9530551,-68.0536623
FERRETERIA LO DEL TUBA,FERRETERIAS,-38.9340016,-69.2528786
FERRETERIA LOS MERCANTILES,FERRETERIAS,-38.9270422,-68.0798425
FERRETERIA MAIA,FERRETERIAS,-38.8368613,-68.1452277
FERRETERIA MAPU,FERRETERIA CON ANEXO CORRALON DE MATERIALES,-38.9129263,-67.9732983
FERRETERIA MEISEL,FERRETERIAS,-38.9203998,-67.9973901
FERRETERIA PETROLERA INDUSTRIAL,BULONES,-38.9483562,-68.2281594
FERRETERÍA SALTA,FERRETERIAS,-38.9516784,-68.0591888
FERRETERIA SAN FRANCISCO,FERRETERIAS,-38.6334506,-68.3018557
FERRETERIA SAN MARTIN,FERRETERIAS,-38.9548936,-68.0646672
FERRETERIA SIGLO 21,FERRETERIAS,-38.9590795,-68.0799321
FERRETERIA SIGLO XX,FERRETERIAS,-38.8254326,-68.1486372
FERRETERIA T21,FERRETERIAS,-38.9540687,-68.1230074
FERRETERIA VALENTINA,FERRETERIAS,-38.9679626,-68.1183943
FERRETERIA VIP,FERRETERIAS,-38.959744,-68.0671046
Ferreteria y Pintureria TITAN,FERRETERIAS,-38.9511013,-68.2263255
FERRETERIA YAPEYU,FERRETERIAS,-37.3805597,-70.2704109
FERRETEROS,FERRETERIA CON ANEXO CORRALON DE MATERIALES,-38.956195,-68.2424739
FERROMA,FERRETERIAS,-40.1525518,-71.3500836
FG ACCESORIOS,ACCESORIOS  Y REPARACION TELEFONIA CELULAR,-38.9793842,-67.8242288
FIAMBRERIA SASHA,MERCADOS - AUTOSERVICIOS,-38.8269553,-68.1399147
FIAMBRERIA SUYAI,FIAMBRERIAS,-38.9516784,-68.0591888
FIAMBRISIMA,FIAMBRERIAS,-38.956228,-68.0704582
FIBRA,INDUMENTARIA DEPORTIVA,-39.0949959,-67.0864859
FILTROS DEL REY,AUTOMOTOR- REPUESTOS - ACCESORIOS - AUTOPARTES,-38.9568421,-68.2362764
FINAL FANTASY,REGALERIAS,-38.9783005,-67.8299679
FIORELLA Y GISELLA,TIENDAS,-38.3544924,-68.786874
Flash Cell,ACCESORIOS  Y REPARACION TELEFONIA CELULAR,-38.9351134,-68.2332965
FLIPPER,JUGUETERIAS,-38.9374612,-68.0083965
FLIPPER,JUGUETERIAS,-38.953264,-68.058825
FLOPY REGALOS,BIJOUTERIE -ACCESORIOS,-38.958456,-68.05976
FLOR DE AMANCAY,TIENDAS,-39.0163294,-68.4232274
FLORERIA DEL CENTRO,FLORERIAS - FLORES - PLANTAS,-38.9399937,-69.2313893
FLORERIA INAUN,FLORERIAS - FLORES - PLANTAS,-38.9610718,-68.0509317
FLORERIA Y REGALERIA INAUN,FLORERIAS - FLORES - PLANTAS,-38.9537752,-68.0625577
FLOW ANCHO SHOWROOM,ZAPATERIAS,-38.7624321,-70.0369161
FORRAJERIA CHUBUTIN,FORRAJERIAS-SEMILLERIAS,-38.9671097,-68.0508108
FORRAJERIA G Y G,FORRAJERIAS-SEMILLERIAS,-38.9516784,-68.0591888
FORRAJERIA PAMPA,FORRAJERIAS-SEMILLERIAS,-38.9312741,-69.2269265
FORRAJERIA POPI,FORRAJERIAS-SEMILLERIAS,-38.962325,-68.0797149
FORRAJERIA Y SEMILLERIA NEHUEN,FORRAJERIAS-SEMILLERIAS,-38.9687592,-68.0645408
FOTO FILM,FOTOGRAFIA,-40.1560153,-71.3486358
FOTO NAHUEL,ARTESANIAS Y TEJIDOS,-40.1567334,-71.3499743
FOTOCLUB,FOTOGRAFIA,-38.9516784,-68.0591888
FRAGANCIAS,ARTICULOS DE LIMPIEZA,-38.9386075,-67.9974441
Frambuesa y Chocolate,PANADERIAS Y CONFITERIAS,-38.951405,-68.2278493
FRANGIA,TIENDAS,-38.9042494,-70.0638645
FRANZ Y PEPPONE BROWN,PIZZERIAS,-38.9503894,-68.0622397
FRANZONI SEGUROS,SEGUROS,-38.9491519,-68.0610533
FRIOTEKA,SUPERMERCADOS,-38.9506902,-68.0878727
FULANAS,TIENDAS,-38.9360882,-69.2305277
G Y C SPORT,INDUMENTARIA DEPORTIVA,-38.938446,-68.0001379
G Y C SPORT,INDUMENTARIA DEPORTIVA,-38.954762,-67.920688
GABRY,MERCADOS - AUTOSERVICIOS,-38.829106,-68.1391307
GARABATOS,LIBRERIA TECNICA,-38.9541021,-67.9292299
GARDENIA,TIENDAS,-38.977754,-67.8283812
GAROTO INDUMENTARIA,TIENDAS,-38.9576127,-68.0650712
GASOLEROS,TIENDAS,-38.938897,-67.997989
GASOLEROS,VAQUERIAS Y ROPA INFORMAL,-38.9516784,-68.0591888
GATICA PET SHOP,ALIMENTOS BALANCEADOS - MASCOTAS,-38.9742436,-68.0731274
GATTI ELECTRONICA,REPARACION Y VENTA DE ARTICULOS DE ELECTRONICA,-38.9518744,-68.0750938
GENERACION 2.0,ACCESORIOS  Y REPARACION TELEFONIA CELULAR,-39.9492457,-71.0710297
GENESIS & EXODO,FERRETERIA CON ANEXO CORRALON DE MATERIALES,-38.977341,-67.8285456
GERVASINI NEUMATICOS,NEUMATICOS,-38.9598192,-68.0545627
GEZIRA,JOYERIAS - RELOJERIAS,-38.9595776,-68.0926039
GIANI,JUGUETERIAS,-40.8108283,-65.0943303
GIRASOL,FOTOCOPIAS - IMPRENTAS - IMPRESIONES,-38.8206251,-68.1449336
GIRO DIDACTICO,JUGUETERIAS,-38.9380476,-68.0012373
GISBERT REPUESTOS,AUTOMOTOR- REPUESTOS - ACCESORIOS - AUTOPARTES,-40.1541317,-71.3416696
GNC,TIENDAS,-38.9513534,-68.117396
GOMERIA EL MAPUCHE,NEUMATICOS,-38.8295346,-68.130829
GOMERIA MYB,GOMERIA,-38.8143115,-68.1533776
GRAFFITI,LIBRERÍA ARTISTICA,-40.1524638,-71.3501751
