LineaCSV
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
ALMACEN LAS BRUJAS,-40.15565270,-71.31122030
Almacen Mendocino,-38.95624620,-68.04499400
almacen simple y natural,-40.15918260,-71.35418670
ALMEC BULONERA,-38.93198570,-69.22401720
ALMEIDA NEUMATICOS,-38.93775520,-69.22945880
ALMENDRA DISQUERIA,-38.95659600,-68.06626100
ALOHA,-40.15567900,-71.35205150
ALPISTE PERDISTE,-38.92949930,-67.99036080
ALQUILER DE VAJILLAS LEO,-38.95257170,-68.04496940
ALQUILO TODO NEUQUEN,-38.95986390,-68.08189200
ALQUIMIA,-40.81204530,-65.09052450
ALTA PATAGONIA,-38.95837750,-68.05236100
ALTERNATIVA PATAGONICA,-38.97766450,-67.82823210
ALTERNATIVA SUR,-38.93987070,-67.99670160
ALTO LIMAY VIAJES,-37.86643890,-71.05008370
ALTO VALLE PESCA,-39.02980160,-67.56474090
ALUMINE MUEBLES,-38.93021540,-67.98758260
ALUMISTORE,-38.95995360,-68.06887350
AM,-38.93296430,-67.97518970
AM COLECCIÓN DE JOYAS,-38.93796400,-67.99020600
AMADO MAITEN,-39.95077150,-71.06934850
AMANCAY,-38.87993900,-71.18488880
AMANCAY DEPORTES,-39.95160990,-71.07039870
AMANCAY TIENDA Y CALZADOS,-39.95168600,-71.07029370
AMANECER,-37.37647040,-70.27366060
AMAPOLA,-38.93589680,-69.22536590
AMAPOLA,-38.90660200,-70.06754710
AMAR AL MAR,-40.81141140,-65.08908540
AMASANDO SUEÑO SAS,-38.82776490,-68.12551170
AMATISTA ,-38.98129240,-67.84665100
AMATISTA,-38.97800500,-67.82521330
AMATISTA,-38.93247680,-67.98723450
AMNESIA,-38.90191100,-70.06614800
AMNESIA,-38.90191100,-70.06614800
AMOBLAMIENTOS SANTO,-38.97790050,-67.83019640
AMOR A VOS,-38.82728340,-68.13534360
AMORE MIO,-40.15573630,-71.35014250
AMUYEN III,-38.93775520,-69.22945880
ANA CLARA FIESTA,-38.90253460,-70.05937410
ANAHI,-39.01067200,-68.42724900
ANDRE PLAST BAZAR,-38.93242820,-67.98750250
ANDREA DEL ESTE,-40.15834090,-71.35343510
ANDYNA,-40.15744520,-71.34917320
ANGELA,-38.94461950,-68.19267370
ANGELA RE,-38.93883280,-67.99637480
ANGHELUS,-37.38969220,-68.92518360
ANIME STORE SMA,-40.15748310,-71.34863630
ANLOGAFF,-40.15721030,-71.35244360
ANLOGAFF SH,-40.15456700,-71.34896630
ANNAMA PERFUMERIA,-38.90686270,-70.06421890
ANSERG ELECTRONICA,-38.94372860,-68.10730280
ANTONELLA CALZADO,-38.97775400,-67.82838120
ANTONIA,-38.93902960,-67.99748320
ANTONIO PAN E HIJOS,-38.95915700,-68.04997000
ANTONIO PAN E HIJOS,-38.91252170,-68.14270620
ANYERI,-40.15612370,-71.34980850
ANYJU,-38.82563960,-68.13888820
APART HOTEL MY FRIENDS,-40.15632660,-71.34477020
APART HOTEL RIVADAVIA,-38.95428110,-68.04761880
APPY,-38.95167840,-68.05918880
APRILISS,-39.95181180,-71.07516600
APU APU,-38.95957760,-68.09260390
AQUA LAKE'S,-38.82813980,-68.06618800
AQUATERRA,-40.15721030,-71.35244360
AR-CELL,-38.90598370,-70.06431790
ARCO IRIS TALLES ESPECIALES,-38.93022290,-69.23027260
ARCOIRIS ,-38.82503660,-68.14168220
ARENS SERVICIOS,-38.93234050,-69.21858560
ARGENTINA HOGAR ,-38.95763340,-68.23799810
ARIDOS DEL NEUQUEN,-38.94216700,-68.11713380
ARIDOS DEL NEUQUEN,-38.94209070,-68.11547420
ARLEQUIN,-38.95790240,-68.05884520
ARMANDO MEDIA LUNAS,-38.95066620,-68.08863050
ARMORIQUE MOTORS,-38.94452540,-68.00807030
ARMORIQUE MOTORS S.A.,-38.95494600,-68.05795400
AROMAS,-38.93711970,-67.99477280
AROMAS,-39.04522950,-67.57293160
ARROBA MIL,-39.95184100,-71.06959550
ART STAGE,-38.95208950,-68.08926250
ARTE Y ESTILO,-38.82575810,-68.13870360
ARTESANIAS NEUQUINAS SEP,-38.95307070,-68.06180710
ARTISTICA ARDI,-38.83013490,-68.06260590
ARTISTICA BORBOLETA,-38.93803550,-67.99035260
ARTISTICA LIBELULA,-38.94189620,-68.11630160
ASERRADERO HUECHULAFQUEN,-40.15721030,-71.35244360
ASERRADERO PAIMUN,-38.95816120,-68.02848700
ASIA,-38.92400650,-67.98912350
ASMIR,-38.83248240,-68.14935570
ASOCIACION DEPORTIVA CENTENARIO,-38.82862790,-68.12401800
ASTROMELIA,-38.90836930,-70.06047860
ASUNTA,-38.95487500,-68.11837190
ATAVIO,-40.15681540,-71.34950180
ATELIER DEL PEINADOR,-38.95930690,-68.06145400
ATELIER DEL PEINADOR,-38.93915970,-67.99348780
ATHENEA,-38.95203440,-68.05740350
ATHLOS,-38.93846800,-68.00008100
ATHOS,-40.15675960,-71.35092740
ATRAPAME SI PUEDES ,-38.95423700,-68.06644290
ATRAPASUEÑOS,-36.98822900,-70.74965860
AUTO FREN,-38.92838130,-67.99032140
AUTOPARTES DIAGONAL,-38.95912840,-68.06803070
AUTOPARTES EDUARDO,-38.93888890,-67.99131100
AUTOPARTES PLOTTIER,-38.94514130,-68.22953180
AUTOPARTES TOP CAR,-40.15394030,-71.33959670
AUTORADIO DELLAPITIMA,-38.93739160,-67.99341080
AUTOSERVICIO AIXIN,-38.92593080,-67.99713440
AUTOSERVICIO ANULEN 1,-39.94461770,-71.06694510
AUTOSERVICIO ANULEN 2,-39.94783510,-71.08519990
AUTOSERVICIO CENTRO,-38.95310870,-68.05891930
AUTOSERVICIO DON CARLOS,-40.81082830,-65.09433030
AUTOSERVICIO EL CATA,-39.95109180,-71.07070090
AUTOSERVICIO EL DIEGO,-39.94805630,-71.06890810
AUTOSERVICIO EL SOL,-37.38970040,-68.92515890
AUTOSERVICIO GRACIELA ,-38.95726740,-68.23399860
AUTOSERVICIO HUEMUL,-39.95163970,-71.07578860
AUTOSERVICIO HUEMUL,-39.95166140,-71.07585640
AUTOSERVICIO ISIDORO,-38.93458840,-67.97176150
AUTOSERVICIO LA FAMILIA,-40.15103580,-71.31706990
AUTOSERVICIO LA FAMILIA 2,-40.15833670,-71.35127230
AUTOSERVICIO LA LIGA,-38.92179260,-67.98265310
AUTOSERVICIO LOLO,-38.92315350,-67.98753930
AUTOSERVICIO MB,-39.94891150,-71.06937230
AUTOSERVICIO PIL PIL,-40.15479050,-71.35193550
AUTOSERVICIO QUIMEY,-38.82063040,-68.14492570
AUTOSERVICIO SANTIAGO,-38.94461920,-68.22603370
AUTOSERVICIO SANTO TOMAS,-38.72439250,-68.16212560
AUTOSERVICIO TOMASITO,-38.92986550,-67.99874860
AUTOSERVICIO TRAPITO`S,-38.93533260,-69.23141800
AUTOSERVICIO VALLE GRANDE,-37.39222190,-68.92716580
AUTOSERVICIO VICTOR,-38.94780100,-68.05113500
AUTOSERVICIO VJ,-40.15274520,-71.31631470
AVELLANEDA TELAS,-38.90621060,-70.06456080
AVENTURA,-38.95425760,-68.22608790
AVENTURA,-38.95314050,-68.22546940
AVIKUKY,-38.93916950,-67.99024810
AVIKUKY,-38.93916950,-67.99024810
AXION ENERGY,-38.94851450,-68.06200040
AXION ENERGY,-38.93226430,-68.00783420
AXION ENERGY,-38.94171460,-67.99421060
AXION ENERGY,-38.95490130,-68.11788690
AXION ENERGY,-31.53397180,-68.51489340
AXION ENERGY,-38.94736830,-68.28708180
AY! RICO RICO,-38.82294980,-68.07452580
AZÚCAR,-38.95782700,-68.05871490
B Y N CALZADOS S.A.S ,-38.93818510,-67.99491800
B&B,-38.93198670,-69.22617390
B´EME BOUTIQUE,-38.95276590,-68.06081490
BABY ROOM,-39.02912940,-67.57101870
BABY SHOP,-38.82563960,-68.13888820
BAHAMONDES REPUESTOS,-38.95167840,-68.05918880
BAHÍA CREEK,-39.02736410,-67.57826350
BAHIQUEN AMOBLAMIENTOS,-38.95167840,-68.05918880
BAIROLETTO,-38.93968100,-67.99855800
BALEKIAN,-38.97817810,-67.82847810
BALLIS AUTOPARTES,-38.94998340,-68.10072310
BALLIS AUTOPARTES,-38.95381610,-68.06530890
BALTINA,-38.93897680,-67.99667830
BAMBINO JEANS,-38.93856810,-67.99420460
BAMBINOS,-38.95419510,-68.22608770
BAMBOLA,-38.95653770,-68.24103670
BAPU,-38.93607020,-69.23171520
BAPU,-38.93875500,-69.23140610
Bapu,-38.90747060,-70.06134400
BAPU,-38.93607370,-69.23184320
BARILOCHE,-40.81049810,-65.08981120
BASE,-38.95220590,-68.06193530
BASE,-38.93994390,-67.99853600
BASICOS LIMON,-38.92792850,-67.99050090
BASICOS LIMON,-38.92792760,-67.99072730
BASICOSMA,-40.15555570,-71.35368110
BASS MARROQUINERIA,-38.95764300,-68.05882790
BATERIAS DEL OESTE,-38.95414130,-68.12300900
BATERIAS LEIMAT S.A,-38.94419600,-67.99082520
BATERIAS RI-GAS,-38.82775200,-68.14429320
BATERIAS SCHWAB,-38.93093370,-69.19507360
BAZAR KADIMA,-38.97807810,-67.82991760
BAZAR KADIMA,-38.97807810,-67.82991760
BAZAR PARA TI,-38.94835620,-68.22815940
BCN FLORES,-38.95096500,-68.05579070
BE MOVIMIENTO,-38.94791010,-68.06252160
BEAU GESTE,-38.97891120,-67.83008490
BEAUTIFUL,-38.97784990,-67.82915360
BEAUTY HOUSE,-38.95109190,-68.05944370
BEAUTY PELUQUERÍA,-39.94843210,-71.07218890
BEERSEBA,-38.95727140,-68.05879880
BEITIA MOTOS,-38.93323300,-68.00220390
BELAGÚ VIAJES Y TURISMO,-38.98138000,-67.83093780
BELLA BOUTIQUE,-38.95088760,-68.06955450
BELLAS,-38.93161530,-69.23019320
BELLS BOUTIQUE,-38.95823200,-68.05894100
BELLS JUNIORS ,-38.95851700,-68.05953000
BELLS MEGASTORE,-38.95777200,-68.05949790
BENDITA,-38.95080240,-68.06065910
BENDITA,-38.95097000,-68.06061150
BENDITA COMIDA ,-40.15189680,-71.34604910
BENDITA ERES ,-38.95494660,-68.06196080
BENDITA MUJER,-38.82956340,-68.13547940
BENDITA TENTACION,-38.82503650,-68.13866830
BENDITAS SHOP,-39.95103770,-71.07347440
BENICIO,-38.95810700,-68.05643800
BENITO FERRETERIA,-37.37746770,-70.27384730
BEST FOOD,-38.95450290,-68.05976790
BEST FOOD,-38.95114240,-68.05957750
BESTIA Y BELLA,-38.94740340,-68.08886470
BESTIA Y BELLA,-38.94716640,-68.08957380
BETEL,-38.93511340,-68.23329870
BETEL,-38.95122530,-68.11736100
BETHEL,-39.95137720,-71.07596970
BETHEL,-39.95351490,-71.07676810
BETO'S LOMOS,-38.93857900,-67.99834400
BIBIANA ESTILISTA ,-38.82775200,-68.14429320
BICICLETERIA ATENCIO,-38.82340760,-68.14104460
BICICLETERIA AVENIDA,-38.93552830,-67.97928520
BICICLETERIA DEL OESTE BIKE,-38.94506390,-68.05851000
BICICLETERIA EGGERS,-38.95641000,-68.07033000
BICICLETERIA EGGERS,-38.95616160,-68.04521990
BICICLETERIA EL POLACO,-38.93377770,-69.23027860
BICICLETERIA EL POLACO,-38.93377770,-69.23027860
BICICLETERIA GENERACION 2000,-38.96313930,-68.05614280
BICICLETERIA INGUSCI,-38.97985130,-67.82987780
BICICLETERIA J.M. BIKES,-38.95838340,-68.06282450
BICICLETERIA J.M. BIKES,-38.95809500,-68.06610590
BICICLETERÍA JUNIN,-39.95174280,-71.07239620
BICICLETERIA MAR-SIL,-38.95066250,-68.06202230
BICICLETERIA MARTIN,-38.94447910,-67.99070440
BICICLETERIA OESTE BIKE,-38.95452370,-68.11931690
BICICLETERIA VICTORIA,-38.93891040,-68.08416170
BIENESTAR,-37.37674940,-70.26982980
BIM MATERIALES ELECTRICOS,-38.95791410,-68.06177050
BIOPAZ,-38.93875350,-67.99162630
BIOS COMPUTACION,-37.39126550,-68.92424100
BIZARRO,-38.95167840,-68.05918880
BLANCO JAZMIN,-39.94988820,-71.07270780
Blanco Paris,-38.95739250,-68.23992100
BLANCO Y NEGRO,-38.93825130,-67.99462160
BLANCOAMOR,-38.95916290,-68.06586970
BLANCOAMOR,-38.94805720,-68.11767390
BLANCOAMOR ,-38.95058740,-68.22562180
BLANCOAMOR,-38.93783210,-67.99136120
BLANCOAMOR CENTRAL,-38.94077180,-68.05401800
BLANCOAMOR OUTLET,-38.95167840,-68.05918880
BLANCOLORES,-39.95103770,-71.07347440
BLANCOS BELEN,-38.92832260,-67.98767570
BLUO ABERTURAS,-38.93084590,-67.99947430
BOCATA CAFE,-38.93862040,-67.99900190
BOCCATA,-40.15412630,-71.35026530
Bodegon La Toscana,-38.90538610,-70.06551490
BODEGÓN LÚPULO,-40.80949310,-65.08633220
BOEMIA,-38.93944220,-67.99799320
BOHEMIA ,-38.93944220,-67.99799320
BOHOCHICC,-38.93520310,-69.22891810
BOKETTO,-38.95484920,-68.05005640
BON APPETIT !,-38.96229950,-68.06409230
BON GUSTO SMA,-40.15635950,-71.35003050
BONAFIDE NEUQUEN,-38.95359090,-68.06079400
BONI@S,-37.39752180,-68.92856340
BORBOLETA,-38.93803550,-67.99035260
BORCEGOS LUNA,-40.15302640,-71.31845400
BORKEN,-38.95282820,-68.05676040
BOUTIQUE ELOS,-40.15604760,-71.34861840
BOUTIQUE LA BELLA GENTE,-38.95779510,-68.05954880
BOUTIQUE MR. OKLEY,-38.93774090,-68.09143130
BOWEN,-40.15665200,-71.35038900
BRENDA,-39.03280300,-67.58922270
BRENO RESTO BAR,-39.95083600,-71.07564180
BRESORTE,-40.15721030,-71.35244360
BRIGITH,-38.95044430,-68.11325940
BRISA TENDENCIA,-38.94871560,-68.11727820
BROOKFIELD,-38.94153700,-68.06558370
BRUGGE SWETTERS,-38.95307100,-68.05710590
BRUJA´S LENCERIA,-38.93788000,-67.99576200
BRUJAS MULTIVENTAS,-38.93798650,-69.22863340
Bruna,-38.82397690,-68.14015240
BUDDHA,-40.15635390,-71.34861390
BUFFOLO ELECTRICIDAD,-38.93673520,-67.99775060
BULONERA CIPOLLETTI,-38.93970070,-67.98868520
BULONERA DASU,-39.01333910,-68.43566200
BULONERA RUBINO,-38.95036050,-68.10278890
BULONERIA GONZALEZ,-38.63069600,-68.29799500
BUNNIES BABY´S & KIDS,-38.95167840,-68.05918880
BURBUJAS DE COLORES,-38.93100760,-67.99918430
BURGAS,-38.94970880,-68.06032180
BUTTER-CUP,-38.95061560,-68.06195140
C Y C,-38.93511310,-69.22979890
C Y C INDUMENTARIA,-38.93290030,-69.22473070
C.N. ALDAY,-38.93426630,-69.22739280
Caballito Blanco,-38.95388520,-68.06324100
CABAÑAS ALAURI,-37.18188290,-70.67002820
CABAÑAS HUMO AZÚL,-40.15583010,-71.35851090
CABARCOS MOTORES SRL,-39.04283920,-67.58244250
CABILDO,-38.97087560,-68.06228370
CABURE,-38.95167840,-68.05918880
CACTUS,-38.82747050,-68.13507220
CAFE CON LECHE,-38.95805920,-68.06064500
CAFE DANES,-40.15625980,-71.34546950
CAJU,-38.97628500,-67.82970760
CALEUFU PRO SHOP,-38.93468550,-69.23232960
CALIDA VIRGINIA,-38.93994390,-67.99853600
CALIFORNIA,-38.95362260,-68.05750220
CALLUAN HNOS,-38.82355030,-68.13240850
CALMA,-38.95094150,-68.06239280
CALZADOS 10 PUNTOS,-38.95713060,-68.05765610
CALZADOS 10 PUNTOS,-38.94835620,-68.22815940
CALZADOS 10 PUNTOS,-38.96100830,-68.03752670
CALZADOS 10 PUNTOS (CIPOLLETTI,-38.92872470,-67.99049080
CALZADOS 10 PUNTOS S.R.L.,-38.93745200,-67.99559800
CALZADOS 10 PUNTOS S.R.L.,-38.94212150,-68.11494950
CALZADOS ADRIAN,-38.93708560,-67.99011640
CALZADOS ADRIANA,-38.95419510,-68.22608770
CALZADOS BELA,-38.82036600,-68.14592450
CALZADOS BLANCO Y NEGRO,-38.93826090,-67.99756880
CALZADOS HILDA,-38.95097080,-68.22632350
CALZADOS JUAN CRUZ,-38.92958310,-67.99067510
CALZADOS JUAN CRUZ,-38.93466620,-67.98770510
CALZADOS JUAN CRUZ,-38.92958310,-67.99067510
CALZADOS JUAN CRUZ,-38.93242820,-67.98750250
CALZADOS NAMUN,-39.95138810,-71.07308600
CALZADOS NAMUN,-40.15722660,-71.35143750
CALZADOS NAMUN,-40.15397850,-71.34339770
CALZADOS NEUQUEN,-38.95167840,-68.05918880
CALZADOS NEUQUEN,-38.95712670,-68.05824640
CALZADOS PASO A PASO,-38.82446440,-68.13967110
CALZADOS YONELL,-38.94026790,-67.99556000
CAMELLIA BISTRO PUB,-38.93968020,-68.22580760
CAMELOT,-39.95104880,-71.07481130
CAMILA,-38.95385390,-67.92688720
CAMINANTES DE LOS ANDES,-39.95135950,-71.07589600
CAMPANA DOS S.A.,-38.95812160,-68.10542960
CAMPO DEL OESTE,-38.94210800,-68.10640040
CANAL SHOP,-39.02059240,-67.58632400
CANAY,-37.37753120,-70.27051600
CANAY RESTAURANT,-37.37753120,-70.27051600
CANDY PARTY,-39.94221890,-71.07304740
CANDY SHOP,-38.93888730,-67.99806540
CANELA ACCESORIOS,-37.37671490,-70.27152760
CANELA BIJOU,-38.90525500,-70.06523670
CANTA Y NO LLORES,-38.95068690,-68.05769690
CAOS OUTFITTERS,-38.82832540,-68.13383550
CAOS OUTFITTERS,-38.82812810,-68.13446030
CAPELLI,-38.95218110,-68.06200790
CAPRICHITOS,-40.12668840,-71.24861560
CAPS PLOTTIER,-38.95255430,-68.22784290
CARAMELO,-38.95167840,-68.05918880
CARICIAS DE SOL,-38.93476240,-69.23075470
CARICIAS DE SOL,-38.93439200,-69.23083800
CARITAS,-38.96266600,-68.07850400
CARLA DELEONARDI,-38.95476200,-67.92068800
CARLOS ISLA,-39.09616710,-67.07840250
CARLOS ISLA,-38.93798650,-69.22863340
CARLOS ISLA - SALÓN DE VENTAS,-38.95194990,-68.06506350
CARLOS ISLA Y CIA,-38.94251060,-68.01055030
CARLOS ISLA Y CIA.,-38.95765560,-68.12915140
CARLOS ISLA Y CIA.,-39.02956340,-67.56810970
CARLOS ISLA Y CIA.,-38.95727490,-68.23234140
CARLOS ISLA Y CIA.,-38.92662730,-67.99050680
CARLOS ISLA Y CIA.,-39.03346780,-67.58398830
CARMELA,-38.95846290,-68.06047190
CARMELA ALIMENTOS Y ACCESORIOS PARA MASCOTAS,-38.93877220,-67.99192960
CARMEN,-38.82364880,-68.06550610
CARMIN,-39.02705770,-67.58485030
CARNE KING,-38.95773060,-68.06236160
CARNES ARGENTINAS,-39.95135950,-71.07589600
CARNICERIA CARLITOS,-38.95044530,-68.08939230
CARNICERIA EL ABASTO ,-40.15417180,-71.33991860
CARNICERIA EL ASADOR,-38.95338690,-68.13112930
CARNICERIA EL CORDOBES,-38.95088310,-68.07018440
CARNICERÍA EL GALPON,-40.13203820,-71.22577970
CARNICERIA EL NOVILLITO,-40.15569490,-71.34959260
CARNICERIA EL NUEVO CORDILLERANO,-39.95161620,-71.07531590
CARNICERIA EL TORITO,-38.95628040,-68.09269050
CARNICERIA FERNANDITO,-40.80780130,-65.08707140
Carnicería Hereford,-38.98130390,-67.83105350
CARNICERIA LA VACA MARUCHA II,-38.93148950,-67.97991030
CARNICERIA LAS 3 HERMANAS,-38.82455800,-68.13962490
CARNICERIAS MYM,-40.15726140,-71.35186820
CARO CUORE,-38.95185180,-68.05667910
CAROLA DIVINOS REGALOS,-38.95189830,-68.05625930
CAROLA MARROQUINERÍA Y ACCESORIOS,-38.95274610,-68.05645820
CAROSO INDUMENTARIA,-38.93506890,-68.24782640
CARPE DIEM,-39.09619650,-67.08159980
CARRIPOLLO,-38.89754720,-70.04748460
CASA ARCE,-38.90508610,-70.06487680
CASA BELTRAME,-38.94981100,-68.07204250
CASA BETTY,-37.37562340,-70.27287500
CASA BLANCA,-40.81267620,-65.09237120
CASA BONELLI,-38.95083780,-68.06747330
CASA CARAM,-38.52388880,-70.36400770
CASA COSTA,-38.95673460,-68.04528880
CASA DINOLFO,-38.95167840,-68.05918880
CASA DI-TEN,-38.95289910,-68.07035350
CASA ELEKTRA,-38.95819000,-68.06495500
CASA GRIFONI,-39.09526910,-67.08543590
CASA HIRIART,-39.95307910,-71.06860080
CASA JAIME,-38.93516100,-69.22922490
CASA LA PRIMERA,-39.95250380,-71.07037110
CASA LEE,-38.93910610,-67.99711500
CASA LIS,-38.82605420,-68.06680640
CASA MEYER,-39.51797840,-69.28908650
CASA NOVEL,-38.93760680,-69.23137030
CASA ORDOÑEZ,-37.37488370,-70.27379360
Casa Paris,-38.90697400,-70.06445500
CASA PEREN,-38.95057930,-68.06323320
CASA PIDARELLO,-38.83355770,-68.12102110
CASA PIETRA,-38.95512030,-67.92628000
CASA ROCA,-38.75595320,-68.09943850
CASA ROSI,-38.93515700,-69.23013360
CASA SANCHEZ,-38.97768710,-67.82804050
CASA TORRENS,-38.95167840,-68.05918880
CASA TORRENS,-38.95920090,-68.05267650
CASA TORRENS,-38.94508820,-68.05876960
CASA TRUTANIC,-38.83072190,-68.12393030
CASA TUA,-39.94911790,-71.07494950
CASACRIOLLA,-38.95246430,-68.05634230
CASI RODRIGUEZ RESTAURANTE,-38.95247890,-68.06222900
CASINO DEL RIO,-38.94674490,-68.01509480
CASINO DEL RIO,-39.04488530,-67.57087530
CASINO DEL RIO,-40.81382220,-65.09268390
CASO COMERCIAL HOGAR,-40.15632450,-71.34868270
CASTAÑAS,-38.95277590,-68.05645750
CASTEL,-37.37562330,-70.27470620
CASTEL,-37.37562330,-70.27470620
CATALINA,-38.95323300,-68.05692100
CATALINA UNIFORMES Y ROPA DE TRABAJO PARA EMPRESAS,-38.95323300,-68.05692100
CATIVA,-38.95812060,-68.06194110
CAUQUEN,-39.94854460,-71.06567830
CC PLACK,-38.94616490,-69.21819820
CE - MAR MUEBLERIA,-38.93775520,-69.22945880
CEBRA,-38.93242820,-67.98750250
CEDAR,-38.82775200,-68.14429320
CENTER,-38.93064200,-67.98770580
CENTER,-38.82807080,-68.06595260
CENTER JUGUETERIA,-38.93295200,-69.22961500
CENTER MUEBLES,-38.95878370,-68.06061540
